id,line,section,subsection,todo_checked,priority,task,repo_status,owner,evidence_paths,audit_note,pr_bucket,rank_score
TODO-164,305,8. Frontend Production Readiness,8.1 Next.js hardening,,critical,Separate public browser-safe environment variables from server-only variables and deployment secrets.,Partial,frontend,app/frontend/next.config.js; .env.example; docs/environment_variables.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,140
TODO-165,306,8. Frontend Production Readiness,8.1 Next.js hardening,,critical,Ensure no secrets are exposed through `NEXT_PUBLIC_*`.,Partial,frontend,app/frontend; docs/environment_variables.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,140
TODO-166,307,8. Frontend Production Readiness,8.1 Next.js hardening,,critical,Add error boundaries for all major routes.,Partial,frontend,app/frontend/src/components/ui/ErrorMessage.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,140
TODO-167,308,8. Frontend Production Readiness,8.1 Next.js hardening,,critical,"Add loading, empty, and failure states for all API-backed screens.",Partial,frontend,app/frontend/src/components/ui/LoadingSpinner.tsx; app/frontend/src/components/ui/ErrorMessage.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,140
TODO-168,309,8. Frontend Production Readiness,8.1 Next.js hardening,,high,"Add global typed API client with auth handling, refresh handling, request ID propagation, typed responses, and normalized errors.",Partial,frontend,app/frontend/src/lib/api/client.ts; app/frontend/src/lib/api/types.ts; app/frontend/src/lib/api/services.ts,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,130
TODO-169,310,8. Frontend Production Readiness,8.1 Next.js hardening,,high,"Add protected route guards for learner, parent, teacher, and admin dashboards.",Partial,frontend,app/frontend/src/app/(auth)/layout.tsx; app/frontend/src/app/(learner)/layout.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,110
TODO-170,311,8. Frontend Production Readiness,8.1 Next.js hardening,,medium,"Add bundle analysis, route-level code splitting, and performance budgets.",Partial,frontend,app/frontend/next.config.js,"Related file(s) exist, but requested capability was not evident/complete.",PR-007 Frontend core flows and accessibility,80
TODO-171,315,8. Frontend Production Readiness,8.2 Core UX flows,,critical,"Complete signup/onboarding: guardian account, learner profile, consent capture, grade/subject selection, diagnostic start.",Partial,frontend,app/api_v2_routers/onboarding.py; app/frontend/src/components/eduboost/EntryScreens.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,160
TODO-172,316,8. Frontend Production Readiness,8.2 Core UX flows,,critical,"Complete login, logout, session expiry, password reset, and email verification UX.",Partial,frontend,app/frontend/src/components/eduboost/EntryScreens.tsx; app/api_v2_routers/auth.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-003 Auth/session/RBAC hardening,140
TODO-173,317,8. Frontend Production Readiness,8.2 Core UX flows,,high,"Build learner dashboard with study plan, next lesson, progress, streak, weak topics, and recommended next activity.",Partial,frontend,app/frontend/src/components/eduboost; app/frontend/src/app/page.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,110
TODO-174,318,8. Frontend Production Readiness,8.2 Core UX flows,,high,"Build parent dashboard with child progress, consent status, recommended support, reports, subscription/billing, and privacy controls.",Partial,frontend,app/frontend/src/components/eduboost/ParentDashboard.tsx; app/frontend/src/app/parent-portal/page.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,130
TODO-175,319,8. Frontend Production Readiness,8.2 Core UX flows,,high,"Build diagnostic UX: question display, progress indicator, answer submission, pause/resume, and result summary.",Partial,frontend,app/frontend/src/components/eduboost/InteractiveDiagnostic.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,110
TODO-176,320,8. Frontend Production Readiness,8.2 Core UX flows,,high,"Build lesson UX: explanation, worked example, practice questions, hints, answer reveal, feedback, and report-content issue.",Partial,frontend,app/frontend/src/components/eduboost/InteractiveLesson.tsx,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,110
TODO-177,321,8. Frontend Production Readiness,8.2 Core UX flows,,medium,"Build study-plan UX, teacher dashboard, and admin console.",Partial,frontend,app/frontend/src,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,80
TODO-178,325,8. Frontend Production Readiness,8.3 Accessibility and mobile,,critical,Meet WCAG 2.1 AA for core flows.,Partial,frontend,app/frontend/src; playwright.config.ts,"Related file(s) exist, but requested capability was not evident/complete.",PR-007 Frontend core flows and accessibility,140
TODO-179,326,8. Frontend Production Readiness,8.3 Accessibility and mobile,,critical,"Add keyboard navigation tests for login, signup, consent, diagnostic, lesson, and dashboards.",Partial,frontend,app/frontend/src/__tests__; playwright.config.ts,"Related file(s) exist, but requested capability was not evident/complete.",PR-004 POPIA consent/data-rights/audit,160
TODO-180,327,8. Frontend Production Readiness,8.3 Accessibility and mobile,,critical,Ensure sufficient color contrast and accessible form validation.,Partial,frontend,app/frontend/src/app/globals.css; app/frontend/src/components/eduboost/styles.ts,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,140
TODO-181,328,8. Frontend Production Readiness,8.3 Accessibility and mobile,,high,"Add semantic headings, landmarks, and screen-reader friendly diagnostic questions.",Partial,frontend,app/frontend/src,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,110
TODO-182,329,8. Frontend Production Readiness,8.3 Accessibility and mobile,,medium,"Add reduced-motion mode, dyslexia-friendly typography option, text resizing, and audio narration.",Partial,frontend,app/frontend/src/app/globals.css,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,80
TODO-183,330,8. Frontend Production Readiness,8.3 Accessibility and mobile,,critical,Make all learner and parent flows usable on mobile.,Partial,frontend,app/frontend/src/app/globals.css; app/frontend/src/components/eduboost/styles.ts,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,140
TODO-184,331,8. Frontend Production Readiness,8.3 Accessibility and mobile,,high,Add responsive layout tests.,Partial,frontend,app/frontend/src/app/globals.css; app/frontend/src/components/eduboost/styles.ts,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,110
TODO-185,332,8. Frontend Production Readiness,8.3 Accessibility and mobile,,medium,"Add PWA/low-data mode with cached app shell, compressed assets, and offline-friendly messaging.",Partial,frontend,app/frontend/src/app/globals.css; app/frontend/src/components/eduboost/styles.ts,Repo contains related evidence; completion needs targeted validation/tests.,PR-007 Frontend core flows and accessibility,80
TODO-186,340,9. API Design and Integrations,9.1 API consistency,,critical,"Standardize response envelopes: `data`, `error`, `meta`, and `request_id`.",Partial,backend/product,app/core/exceptions.py; app/domain/api_v2_models.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-002 Backend runtime/API contract baseline,130
TODO-187,341,9. API Design and Integrations,9.1 API consistency,,critical,"Standardize error shape: machine code, human message, field errors, request ID, and remediation hint.",Partial,backend/product,app/core/exceptions.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-002 Backend runtime/API contract baseline,130
TODO-188,342,9. API Design and Integrations,9.1 API consistency,,high,"Add OpenAPI tags, summaries, examples, and versioning policy.",Partial,backend/product,docs/openapi.json; app/api_v2_routers,Repo contains related evidence; completion needs targeted validation/tests.,PR-002 Backend runtime/API contract baseline,100
TODO-189,343,9. API Design and Integrations,9.1 API consistency,,medium,"Add idempotency keys for billing, lesson generation, consent submission, and export requests.",Partial,compliance/backend,app/api_v2_routers/billing.py; app/api_v2_routers/lessons.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-002 Backend runtime/API contract baseline,100
TODO-190,344,9. API Design and Integrations,9.1 API consistency,,medium,Add pagination metadata for all list endpoints.,Partial,backend/product,app/api_v2_routers; app/repositories,Repo contains related evidence; completion needs targeted validation/tests.,PR-002 Backend runtime/API contract baseline,70
TODO-191,348,9. API Design and Integrations,9.2 Billing and subscriptions,,critical,Decide production billing provider.,Human-decision,devops,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; app/api_v2.py; docker/inference_server.py,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,95
TODO-192,349,9. API Design and Integrations,9.2 Billing and subscriptions,,critical,"Implement secure webhook signature verification, idempotency, replay protection, and audit logging.",Partial,product/integrations,app/api_v2_routers/billing.py; app/api_v2_routers/lessons.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,160
TODO-193,350,9. API Design and Integrations,9.2 Billing and subscriptions,,critical,"Add subscription states: trial, active, past_due, paused, canceled, expired.",Partial,product/integrations,app/services/subscription_service.py; app/domain/schemas.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,140
TODO-194,351,9. API Design and Integrations,9.2 Billing and subscriptions,,high,"Define pricing: free tier, parent plan, school plan, sponsored learner plan, NGO/community plan.",Human-decision,devops,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,65
TODO-195,352,9. API Design and Integrations,9.2 Billing and subscriptions,,high,Add billing lifecycle tests.,Partial,product/integrations,tests,"Related file(s) exist, but requested capability was not evident/complete.",PR-009 Product/ops/future differentiation,110
TODO-196,353,9. API Design and Integrations,9.2 Billing and subscriptions,,medium,"Add invoices/receipts, coupons, sponsorships, and data-access-after-cancellation policy.",Partial,product/integrations,app/services/stripe_service.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,80
TODO-197,357,9. API Design and Integrations,9.3 Notifications,,critical,Choose production email provider.,Human-decision,ai/curriculum/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; docker/inference_server.py,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,95
TODO-198,358,9. API Design and Integrations,9.3 Notifications,,critical,"Add transactional templates: verification, password reset, consent request, consent expiry, diagnostic complete, weekly parent report, billing event, security alert.",Partial,security/backend,app/services; docs,"Related file(s) exist, but requested capability was not evident/complete.",PR-003 Auth/session/RBAC hardening,160
TODO-199,359,9. API Design and Integrations,9.3 Notifications,,high,Add notification preferences and delivery tracking.,Partial,product/integrations,app/services; app/api_v2_routers,"Related file(s) exist, but requested capability was not evident/complete.",PR-009 Product/ops/future differentiation,100
TODO-200,360,9. API Design and Integrations,9.3 Notifications,,medium,Add SMS/WhatsApp notifications only after privacy impact review.,Human-decision,compliance/backend,.env.example; EduBoost_Technical_Status_Report.md; SECURITY.md; .github/PULL_REQUEST_TEMPLATE.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/five_pillars.md; docs/POPIA_COMPLIANCE.md; docs/release_checklist.md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,25
TODO-201,361,9. API Design and Integrations,9.3 Notifications,,medium,Add notification rate limits and quiet hours.,Partial,security/backend,app/core/rate_limit.py,"Related file(s) exist, but requested capability was not evident/complete.",PR-009 Product/ops/future differentiation,70
TODO-202,369,"10. DevOps, Infrastructure, and Deployment",10.1 Docker and images,,critical,Verify every Dockerfile builds from a clean checkout.,Partial,devops,docker/Dockerfile.v2; docker/Dockerfile.api; docker/Dockerfile.frontend; docker/Dockerfile.inference,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,130
TODO-203,370,"10. DevOps, Infrastructure, and Deployment",10.1 Docker and images,,critical,Align CI image build paths with production Dockerfile names.,Partial,devops,.github/workflows/ci-cd.yml; docker/Dockerfile.v2,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,140
TODO-204,371,"10. DevOps, Infrastructure, and Deployment",10.1 Docker and images,,critical,Run images as non-root users.,Partial,devops,docker/Dockerfile.v2; docker/Dockerfile.api; docker/Dockerfile.frontend,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,130
TODO-205,372,"10. DevOps, Infrastructure, and Deployment",10.1 Docker and images,,critical,Pin base images and minimize runtime layers.,Partial,devops,docker,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,130
TODO-206,373,"10. DevOps, Infrastructure, and Deployment",10.1 Docker and images,,high,Add multi-stage builds and container healthchecks.,Partial,ai/curriculum/backend,docker/Dockerfile.v2; docker/Dockerfile.frontend,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,100
TODO-207,374,"10. DevOps, Infrastructure, and Deployment",10.1 Docker and images,,high,Remove build tools from runtime images.,Partial,devops,docker,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,100
TODO-208,375,"10. DevOps, Infrastructure, and Deployment",10.1 Docker and images,,medium,"Add image labels: commit SHA, version, build time, source repo, license.",Partial,devops,docker,"Related file(s) exist, but requested capability was not evident/complete.",PR-008 DevOps/observability/DR,70
TODO-209,379,"10. DevOps, Infrastructure, and Deployment",10.2 Kubernetes / Azure,,critical,"Choose production target explicitly: Azure Container Apps, AKS, or another managed container platform.",Human-decision,ai/curriculum/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; prometheus.yml,Requires product/legal/business/education decision or empirical validation before implementation.,PR-008 DevOps/observability/DR,95
TODO-210,380,"10. DevOps, Infrastructure, and Deployment",10.2 Kubernetes / Azure,,critical,"Make Docker Compose, Kubernetes, Bicep, and CI deployment assets match the chosen target.",Blocked,devops,docker-compose.yml; docker-compose.prod.yml; k8s; bicep,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,100
TODO-211,381,"10. DevOps, Infrastructure, and Deployment",10.2 Kubernetes / Azure,,critical,"Verify manifests for deployment, service, ingress, config maps, secret references, probes, resource requests, and limits.",Partial,security/backend,k8s/api-deployment.yml; bicep/container_apps.bicep,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,130
TODO-212,382,"10. DevOps, Infrastructure, and Deployment",10.2 Kubernetes / Azure,,high,"Add horizontal autoscaling, network policies, workload identity, and rollout strategy.",Partial,devops,k8s,"Related file(s) exist, but requested capability was not evident/complete.",PR-008 DevOps/observability/DR,100
TODO-213,383,"10. DevOps, Infrastructure, and Deployment",10.2 Kubernetes / Azure,,medium,Add blue-green or canary deployment.,Missing,devops,EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; SECURITY.md; bicep/container_apps.bicep; bicep/container_apps.parameters.json; docker/inference_server.py; docs/Azure_Migration_Guide.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,65
TODO-214,384,"10. DevOps, Infrastructure, and Deployment",10.2 Kubernetes / Azure,,medium,Add automated rollback on failed health checks.,Missing,ai/curriculum/backend,CHANGELOG.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; README.md; RoadMap.md; SECURITY.md; .github/PULL_REQUEST_TEMPLATE.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,65
TODO-215,388,"10. DevOps, Infrastructure, and Deployment",10.3 Environment management,,critical,"Define local, test, staging, and production environments.",Missing,devops,RoadMap.md; bicep/container_apps.bicep; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/v2_migration.md; docs/backlog/backlog_audit.md; audits/reports/Agentic_Execution_Report_tasks_24_25.md; audits/reports/EduBoost_SA_Technical_Report.md; audits/reports/Github_errors_2.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,135
TODO-216,389,"10. DevOps, Infrastructure, and Deployment",10.3 Environment management,,critical,"Add `docs/environment_variables.md` with variable name, required/optional status, default, environment scope, sensitivity, and example.",Missing,devops,.env.example; alembic.ini; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,125
TODO-217,390,"10. DevOps, Infrastructure, and Deployment",10.3 Environment management,,critical,Validate required environment variables at startup.,Partial,devops,app/frontend/next.config.js; .env.example; docs/environment_variables.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,130
TODO-218,391,"10. DevOps, Infrastructure, and Deployment",10.3 Environment management,,critical,Fail fast on missing production secrets.,Missing,security/backend,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; playwright.config.ts,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,135
TODO-219,392,"10. DevOps, Infrastructure, and Deployment",10.3 Environment management,,high,Store production secrets in Azure Key Vault or equivalent.,Missing,security/backend,.env.example; .pre-commit-config.yaml; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; playwright.config.ts; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,105
TODO-220,393,"10. DevOps, Infrastructure, and Deployment",10.3 Environment management,,high,Rotate secrets regularly.,Missing,security/backend,.env.example; .pre-commit-config.yaml; CHANGELOG.md; EduBoost_Technical_Status_Report.md; SECURITY.md; wsl_copilot.sh; bicep/container_apps.bicep; docs/release_checklist.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,95
TODO-221,394,"10. DevOps, Infrastructure, and Deployment",10.3 Environment management,,medium,Add environment drift detection.,Missing,devops,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,65
TODO-222,398,"10. DevOps, Infrastructure, and Deployment",10.4 CI/CD,x,critical,"Fix workflow inconsistencies: Dockerfile paths, branch conditions, image registry casing, duplicated environment variables, stale service names.",Done,devops,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,TODO checked and supporting evidence found.,none,100
TODO-223,399,"10. DevOps, Infrastructure, and Deployment",10.4 CI/CD,x,critical,Ensure CI uses the same dependency files developers use locally.,Done,devops,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile; playwright.config.ts,TODO checked and supporting evidence found.,none,100
TODO-224,400,"10. DevOps, Infrastructure, and Deployment",10.4 CI/CD,x,high,Add workflow concurrency to cancel outdated runs.,Done,devops,alembic/env.py; app/api_v2.py; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/LLM_Phase3_Finetuning.md; docs/LLM_Test_Gating.md; docs/openapi.json; scripts/migrate.sh; scripts/scrape_caps.py,TODO checked and supporting evidence found.,none,70
TODO-225,401,"10. DevOps, Infrastructure, and Deployment",10.4 CI/CD,x,high,Upload backend and frontend test/coverage reports as artifacts.,Done,frontend,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile; pytest.ini,TODO checked and supporting evidence found.,none,70
TODO-226,402,"10. DevOps, Infrastructure, and Deployment",10.4 CI/CD,x,medium,"Add OpenAPI diff, docs lint, link checker, migration diff summary, license check, and SBOM generation.",Done,backend/data,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md,TODO checked and supporting evidence found.,none,40
TODO-227,410,"11. Observability, Reliability, and Operations",11.1 Logging,,critical,Emit structured JSON logs in production.,Partial,devops,app/domain/schemas.py; app/domain/api_v2_models.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,140
TODO-228,411,"11. Observability, Reliability, and Operations",11.1 Logging,,critical,Include request ID in every backend log line.,Missing,devops,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,125
TODO-229,412,"11. Observability, Reliability, and Operations",11.1 Logging,,critical,"Scrub PII, tokens, cookies, API keys, passwords, and secrets from logs.",Missing,security/backend,.env.example; .pre-commit-config.yaml; alembic.ini; CHANGELOG.md; docker-compose.prod.yml; EduBoost_Technical_Status_Report.md; README.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-003 Auth/session/RBAC hardening,125
TODO-230,413,"11. Observability, Reliability, and Operations",11.1 Logging,,high,Separate audit logs from operational logs.,Missing,devops,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; EduBoost_Technical_Status_Report.md; README.md; RoadMap.md; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,115
TODO-231,414,"11. Observability, Reliability, and Operations",11.1 Logging,,medium,Add frontend error logging and correlation ID propagation.,Partial,frontend,app/core/middleware.py; app/core/logging.py; app/frontend/src/lib/api/client.ts,RequestID middleware and client exist; audit/tracing propagation requires validation.,PR-008 DevOps/observability/DR,70
TODO-232,418,"11. Observability, Reliability, and Operations",11.2 Metrics and dashboards,,critical,"Expose Prometheus metrics for request count, latency, errors, status codes, dependency health, DB pool, Redis operations, background jobs, LLM calls, billing webhooks, and consent events.",Partial,frontend,prometheus.yml; prometheus/alerts.yml; app/core/metrics.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,160
TODO-233,419,"11. Observability, Reliability, and Operations",11.2 Metrics and dashboards,,high,"Add business metrics: active learners, diagnostic completion, lesson completion, study-plan adherence, parent report opens, consent conversion, churn.",Missing,frontend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; prometheus.yml,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,115
TODO-234,420,"11. Observability, Reliability, and Operations",11.2 Metrics and dashboards,,high,"Add Grafana dashboards for API, DB, Redis, LLM usage, POPIA operations, learner engagement, and business metrics.",Partial,frontend,grafana/dashboards.yml; grafana/datasources.yml,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,120
TODO-235,424,"11. Observability, Reliability, and Operations",11.3 Tracing and alerting,,high,"Add OpenTelemetry across frontend, API, services, repositories, database, Redis, and LLM provider calls.",Missing,frontend,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,115
TODO-236,425,"11. Observability, Reliability, and Operations",11.3 Tracing and alerting,,critical,"Configure alerts for API down, readiness failure, high 5xx rate, high latency, DB unavailable, Redis unavailable, migration failure, audit write failure, consent enforcement failure, failed security scan, and failed backup.",Partial,security/backend,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,150
TODO-237,426,"11. Observability, Reliability, and Operations",11.3 Tracing and alerting,,high,"Add warning alerts for LLM cost spike, queue backlog, high 4xx rate, memory pressure, and disk usage.",Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-008 DevOps/observability/DR,95
TODO-238,430,"11. Observability, Reliability, and Operations",11.4 Incident response,,critical,Create `docs/incident_response.md`.,Partial,devops,docs/incident_response.md; SECURITY.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,130
TODO-239,431,"11. Observability, Reliability, and Operations",11.4 Incident response,,critical,"Define incident categories: security incident, learner data exposure, auth outage, billing outage, AI content safety issue, data corruption, availability outage.",Partial,security/backend,docs/incident_response.md; SECURITY.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,160
TODO-240,432,"11. Observability, Reliability, and Operations",11.4 Incident response,,critical,"Define emergency actions: disable lesson generation, revoke sessions, disable provider, freeze billing webhooks, maintenance mode.",Partial,ai/curriculum/backend,docs/incident_response.md; SECURITY.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,140
TODO-241,433,"11. Observability, Reliability, and Operations",11.4 Incident response,,high,Add postmortem template and run at least one tabletop exercise before production.,Partial,devops,docs/incident_response.md; SECURITY.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,110
TODO-242,439,"12. Backup, Restore, and Disaster Recovery",,,critical,Enable automated encrypted PostgreSQL backups in a separate failure domain.,Partial,ai/curriculum/backend,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,150
TODO-243,440,"12. Backup, Restore, and Disaster Recovery",,,critical,"Define backup retention: daily, weekly, monthly.",Partial,compliance/backend,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,150
TODO-244,441,"12. Backup, Restore, and Disaster Recovery",,,critical,Add backup failure alert.,Partial,ai/curriculum/backend,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,150
TODO-245,442,"12. Backup, Restore, and Disaster Recovery",,,critical,Perform restore test into a clean environment.,Partial,devops,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,150
TODO-246,443,"12. Backup, Restore, and Disaster Recovery",,,critical,Document RPO and RTO.,Partial,devops,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,150
TODO-247,444,"12. Backup, Restore, and Disaster Recovery",,,critical,"Validate audit records, consent states, billing states, and learner records after restore.",Partial,compliance/backend,app/services/consent.py; app/modules/consent; app/domain/schemas.py,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,160
TODO-248,445,"12. Backup, Restore, and Disaster Recovery",,,high,"Document Redis recoverability: disposable, replicated, or persistent.",Partial,devops,scripts/backup_postgres.sh; scripts/db_backup.sh; scripts/db_restore.sh,Repo contains related evidence; completion needs targeted validation/tests.,PR-008 DevOps/observability/DR,120
